ID_Pagamento;ID_Venda;Forma_Pagamento;Parcelas;Valor_Pago
258;258;Débito;1;970.64
259;259;Pix;1;729.62
260;260;Débito;1;53.01
261;261;Dinheiro;1;55.07
262;262;Dinheiro;1;403.97
263;263;Boleto;1;335.57
264;264;Débito;1;912.02
265;265;Pix;1;1518.45
266;266;Crédito;3;350.18
267;267;Pix;1;1300.24
268;268;Dinheiro;1;244.27
269;269;Crédito;4;741.2
270;270;Débito;1;318.79
271;271;Dinheiro;1;868.79
272;272;Dinheiro;1;1277.63
273;273;Débito;1;1124.82
274;274;Boleto;1;687.49
275;275;Débito;1;1347.86
276;276;Pix;1;153.11
277;277;Pix;1;190.77
278;278;Débito;1;540.39
279;279;Pix;1;777.9
280;280;Dinheiro;1;429.27
281;281;Boleto;1;949.03
282;282;Pix;1;171.12
283;283;Boleto;1;758.17
284;284;Dinheiro;1;108.85
285;285;Débito;1;579.14
286;286;Boleto;1;2349.51
287;287;Crédito;1;1018.25
288;288;Dinheiro;1;940.61
289;289;Crédito;2;278.33
290;290;Dinheiro;1;457.49
291;291;Boleto;1;463.31
292;292;Débito;1;704.17
293;293;Pix;1;217.7
294;294;Boleto;1;530.39
295;295;Dinheiro;1;333.81
296;296;Boleto;1;328.92
297;297;Débito;1;639.85
298;298;Boleto;1;1793.16
299;299;Boleto;1;498.08
300;300;Boleto;1;572.47
301;301;Crédito;1;2429.91
302;302;Dinheiro;1;75.86
303;303;Crédito;6;449.6
304;304;Pix;1;1404.06
305;305;Débito;1;518.0
306;306;Boleto;1;821.11
307;307;Crédito;1;521.92
308;308;Crédito;2;536.49
309;309;Dinheiro;1;1538.94
310;310;Boleto;1;141.54
311;311;Débito;1;365.79
312;312;Dinheiro;1;2615.25
313;313;Crédito;1;2461.34
314;314;Crédito;3;335.57
315;315;Débito;1;704.17
316;316;Crédito;1;324.39
317;317;Dinheiro;1;254.31
318;318;Débito;1;2386.36
319;319;Dinheiro;1;481.94
320;320;Débito;1;538.22
321;321;Dinheiro;1;153.11
322;322;Crédito;1;71.03
323;323;Dinheiro;1;1330.7
324;324;Débito;1;2003.05
325;325;Crédito;1;133.22
326;326;Crédito;4;497.56
327;327;Pix;1;686.2
328;328;Boleto;1;813.79
329;329;Boleto;1;330.15
330;330;Dinheiro;1;110.05
331;331;Dinheiro;1;448.64
332;332;Boleto;1;1354.68
333;333;Crédito;1;310.86
334;334;Boleto;1;331.16
335;335;Débito;1;564.89
336;336;Dinheiro;1;471.96
337;337;Pix;1;445.74
338;338;Boleto;1;430.58
339;339;Débito;1;126.42
340;340;Crédito;1;1134.5
341;341;Débito;1;355.45
342;342;Crédito;3;1507.68
343;343;Pix;1;339.07
344;344;Dinheiro;1;148.73
345;345;Débito;1;446.95
346;346;Boleto;1;785.51
347;347;Pix;1;474.53
348;348;Dinheiro;1;735.35
349;349;Dinheiro;1;452.86
350;350;Débito;1;532.77
351;351;Pix;1;1177.14
352;352;Pix;1;334.25
353;353;Débito;1;120.75
354;354;Boleto;1;489.71
355;355;Débito;1;203.45
356;356;Dinheiro;1;446.95
357;357;Pix;1;407.18
358;358;Pix;1;288.21
359;359;Dinheiro;1;123.93
360;360;Débito;1;744.01
361;361;Débito;1;133.22
362;362;Boleto;1;915.69
363;363;Crédito;2;324.39
364;364;Dinheiro;1;27.91
365;365;Débito;1;1296.16
366;366;Boleto;1;417.66
367;367;Boleto;1;1279.7
368;368;Pix;1;118.98
369;369;Crédito;4;872.84
370;370;Débito;1;887.17
371;371;Dinheiro;1;257.04
372;372;Boleto;1;1524.9
373;373;Pix;1;464.07
374;374;Boleto;1;483.52
375;375;Crédito;1;536.49
376;376;Crédito;2;630.02
377;377;Débito;1;2968.02
378;378;Dinheiro;1;824.45
379;379;Dinheiro;1;2345.73
380;380;Pix;1;700.37
381;381;Boleto;1;677.22
382;382;Dinheiro;1;147.16
383;383;Crédito;1;2218.23
384;384;Boleto;1;715.81
385;385;Dinheiro;1;2680.74
386;386;Dinheiro;1;695.82
387;387;Crédito;1;709.5
388;388;Dinheiro;1;596.5
389;389;Boleto;1;699.75
390;390;Débito;1;969.82
391;391;Débito;1;387.38
392;392;Pix;1;3204.0
393;393;Débito;1;2047.52
394;394;Boleto;1;415.83
395;395;Crédito;2;551.46
396;396;Crédito;2;1037.02
397;397;Crédito;3;696.39
398;398;Dinheiro;1;445.74
399;399;Crédito;1;2371.84
400;400;Débito;1;447.8
401;401;Pix;1;88.13
402;402;Boleto;1;281.3
403;403;Crédito;1;498.35
404;404;Crédito;1;776.67
405;405;Dinheiro;1;2366.11
406;406;Débito;1;518.52
407;407;Boleto;1;1368.05
408;408;Boleto;1;1500.85
409;409;Pix;1;126.88
410;410;Boleto;1;778.54
411;411;Crédito;6;34.61
412;412;Crédito;1;63.93
413;413;Débito;1;37.41
414;414;Débito;1;350.18
415;415;Débito;1;406.67
416;416;Pix;1;886.88
417;417;Pix;1;133.86
418;418;Débito;1;1433.58
419;419;Dinheiro;1;440.87
420;420;Dinheiro;1;799.52
421;421;Dinheiro;1;406.67
422;422;Débito;1;593.84
423;423;Pix;1;466.98
424;424;Boleto;1;1183.06
425;425;Crédito;1;192.6
426;426;Pix;1;448.27
427;427;Crédito;1;264.23
428;428;Boleto;1;117.67
429;429;Boleto;1;622.89
430;430;Pix;1;480.46
431;431;Crédito;2;1233.21
432;432;Crédito;1;820.82
433;433;Crédito;4;1744.83
434;434;Dinheiro;1;1132.14
435;435;Dinheiro;1;1391.64
436;436;Boleto;1;874.25
437;437;Débito;1;695.82
438;438;Crédito;1;605.2
439;439;Crédito;4;55.07
440;440;Pix;1;508.62
441;441;Boleto;1;1373.53
442;442;Crédito;1;3323.81
443;443;Crédito;2;1939.64
444;444;Dinheiro;1;53.01
445;445;Crédito;4;479.49
446;446;Pix;1;1035.99
447;447;Boleto;1;702.03
448;448;Boleto;1;397.67
449;449;Crédito;1;452.86
450;450;Crédito;6;275.73
451;451;Crédito;1;376.92
452;452;Pix;1;702.03
453;453;Débito;1;456.02
454;454;Crédito;4;151.04
455;455;Débito;1;2824.45
456;456;Boleto;1;591.1
457;457;Boleto;1;576.13
458;458;Dinheiro;1;103.68
459;459;Dinheiro;1;436.79
460;460;Crédito;2;1357.67
461;461;Dinheiro;1;1187.39
462;462;Boleto;1;536.49
463;463;Crédito;1;588.41
464;464;Crédito;1;182.06
465;465;Boleto;1;3487.0
466;466;Boleto;1;249.04
467;467;Crédito;1;676.04
468;468;Débito;1;588.57
469;469;Pix;1;3339.54
470;470;Débito;1;179.46
471;471;Crédito;1;2146.58
472;472;Débito;1;663.8
473;473;Pix;1;531.04
474;474;Boleto;1;254.31
475;475;Pix;1;484.23
476;476;Pix;1;62.37
477;477;Boleto;1;301.7
478;478;Pix;1;650.12
479;479;Débito;1;142.06
480;480;Crédito;1;126.88
481;481;Débito;1;384.08
482;482;Pix;1;1554.3
483;483;Débito;1;1116.19
484;484;Crédito;1;1434.53
485;485;Dinheiro;1;3812.25
486;486;Crédito;1;263.63
487;487;Dinheiro;1;457.49
488;488;Boleto;1;1182.2
489;489;Crédito;3;142.06
490;490;Dinheiro;1;783.17
491;491;Boleto;1;805.37
492;492;Crédito;1;529.71
493;493;Débito;1;712.86
494;494;Boleto;1;713.73
495;495;Dinheiro;1;331.9
496;496;Crédito;1;264.23
497;497;Crédito;2;483.61
498;498;Pix;1;2148.44
499;499;Dinheiro;1;67.48
500;500;Crédito;1;502.44
501;501;Crédito;1;93.03
502;502;Dinheiro;1;3171.72
503;503;Crédito;1;673.29
504;504;Débito;1;905.11
505;505;Débito;1;1023.76
506;506;Crédito;4;472.68
507;507;Boleto;1;617.76
508;508;Pix;1;233.92
509;509;Crédito;3;435.25
510;510;Débito;1;418.18
511;511;Pix;1;1281.6
512;512;Dinheiro;1;475.77
513;513;Crédito;1;550.18
514;514;Débito;1;264.23
515;515;Boleto;1;678.14
516;516;Boleto;1;713.73
517;517;Crédito;2;1613.3
518;518;Pix;1;481.16
519;519;Crédito;2;463.47
520;520;Crédito;2;569.6
521;521;Débito;1;1717.42
522;522;Boleto;1;808.81
523;523;Dinheiro;1;272.9
524;524;Pix;1;744.01
525;525;Pix;1;60.38
526;526;Débito;1;1358.57
527;527;Dinheiro;1;2063.46
528;528;Crédito;2;795.34
529;529;Boleto;1;1635.78
530;530;Débito;1;1765.71
531;531;Dinheiro;1;1708.25
532;532;Dinheiro;1;1210.38
533;533;Boleto;1;531.34
534;534;Pix;1;1432.3
535;535;Dinheiro;1;142.06
536;536;Dinheiro;1;1748.5
537;537;Pix;1;133.86
538;538;Dinheiro;1;1269.16
539;539;Débito;1;159.04
540;540;Boleto;1;481.94
541;541;Crédito;2;777.76
542;542;Débito;1;315.3
543;543;Boleto;1;607.86
544;544;Crédito;1;872.42
545;545;Crédito;1;524.4
546;546;Dinheiro;1;380.65
547;547;Pix;1;1340.85
548;548;Boleto;1;785.51
549;549;Crédito;1;715.59
550;550;Dinheiro;1;133.86
551;551;Crédito;4;1634.12
552;552;Boleto;1;2925.54
553;553;Pix;1;1333.86
554;554;Débito;1;37.11
555;555;Débito;1;1132.14
556;556;Débito;1;361.49
557;557;Crédito;2;1152.26
558;558;Pix;1;68.27
559;559;Pix;1;421.81
560;560;Crédito;3;331.9
561;561;Crédito;6;2746.95
562;562;Débito;1;357.56
563;563;Crédito;1;1457.95
564;564;Pix;1;467.35
565;565;Débito;1;180.13
566;566;Pix;1;187.04
567;567;Crédito;2;1319.12
568;568;Dinheiro;1;716.15
569;569;Boleto;1;520.1
570;570;Dinheiro;1;1335.82
571;571;Débito;1;78.65
572;572;Dinheiro;1;314.18
573;573;Crédito;2;596.59
574;574;Dinheiro;1;1018.93
575;575;Boleto;1;940.61
576;576;Pix;1;1344.87
577;577;Pix;1;246.24
578;578;Pix;1;4479.95
579;579;Débito;1;423.37
580;580;Pix;1;136.45
581;581;Débito;1;448.86
582;582;Dinheiro;1;704.85
583;583;Pix;1;761.59
584;584;Crédito;6;605.93
585;585;Crédito;6;713.73
586;586;Débito;1;1152.26
587;587;Pix;1;1488.02
588;588;Pix;1;777.9
589;589;Dinheiro;1;457.49
590;590;Crédito;2;1141.2
591;591;Dinheiro;1;399.55
592;592;Boleto;1;713.73
593;593;Boleto;1;133.56
594;594;Boleto;1;321.06
595;595;Boleto;1;773.78
596;596;Pix;1;667.91
597;597;Boleto;1;592.96
598;598;Boleto;1;1065.54
599;599;Pix;1;576.42
600;600;Dinheiro;1;201.89
601;601;Dinheiro;1;1333.12
602;602;Boleto;1;576.13
603;603;Pix;1;148.73
604;604;Boleto;1;2256.1
605;605;Boleto;1;87.96
606;606;Boleto;1;60.12
607;607;Débito;1;485.34
608;608;Crédito;1;392.72
609;609;Crédito;3;4049.85
610;610;Pix;1;739.41
611;611;Crédito;1;2562.38
612;612;Boleto;1;219.84
613;613;Pix;1;133.56
614;614;Dinheiro;1;661.96
615;615;Dinheiro;1;785.44
616;616;Pix;1;742.12
617;617;Dinheiro;1;353.2
618;618;Débito;1;925.68
619;619;Pix;1;601.02
620;620;Pix;1;475.77
621;621;Boleto;1;155.52
622;622;Pix;1;576.12
623;623;Débito;1;176.08
624;624;Débito;1;622.89
625;625;Dinheiro;1;112.27
626;626;Crédito;3;858.53
627;627;Dinheiro;1;51.84
628;628;Débito;1;508.4
629;629;Dinheiro;1;2420.8
630;630;Dinheiro;1;102.72
631;631;Débito;1;873.61
632;632;Pix;1;361.49
633;633;Dinheiro;1;122.09
634;634;Pix;1;453.76
635;635;Crédito;4;1824.04
636;636;Pix;1;785.51
637;637;Dinheiro;1;452.85
638;638;Crédito;1;734.68
639;639;Dinheiro;1;1031.73
640;640;Crédito;2;224.43
641;641;Crédito;1;292.63
642;642;Crédito;1;1354.68
643;643;Pix;1;566.07
644;644;Pix;1;962.56
645;645;Crédito;1;109.24
646;646;Débito;1;28.56
647;647;Crédito;3;180.13
648;648;Dinheiro;1;75.86
649;649;Boleto;1;785.44
650;650;Dinheiro;1;46.66
651;651;Débito;1;1014.3
652;652;Pix;1;1368.05
653;653;Crédito;4;610.33
654;654;Boleto;1;339.07
655;655;Dinheiro;1;331.9
656;656;Crédito;4;677.22
657;657;Crédito;1;705.03
658;658;Crédito;4;3577.95
659;659;Dinheiro;1;131.51
660;660;Dinheiro;1;335.57
661;661;Boleto;1;954.54
662;662;Boleto;1;1791.98
663;663;Crédito;3;435.25
664;664;Pix;1;392.72
665;665;Crédito;1;521.92
666;666;Dinheiro;1;452.85
667;667;Débito;1;313.12
668;668;Boleto;1;97.96
669;669;Débito;1;639.85
670;670;Crédito;1;393.95
671;671;Dinheiro;1;381.05
672;672;Dinheiro;1;477.35
673;673;Débito;1;497.56
674;674;Débito;1;1335.37
675;675;Boleto;1;877.9
676;676;Crédito;1;288.06
677;677;Crédito;4;423.05
678;678;Pix;1;785.51
679;679;Débito;1;231.34
680;680;Débito;1;1354.68
681;681;Débito;1;716.79
682;682;Débito;1;2239.2
683;683;Boleto;1;705.03
684;684;Débito;1;630.28
685;685;Débito;1;1507.68
686;686;Débito;1;2777.03
687;687;Boleto;1;776.54
688;688;Débito;1;2261.52
689;689;Pix;1;530.39
690;690;Crédito;2;1062.33
691;691;Boleto;1;87.96
692;692;Pix;1;261.24
693;693;Dinheiro;1;39.75
694;694;Pix;1;76.65
695;695;Débito;1;25.55
696;696;Boleto;1;294.32
697;697;Débito;1;500.28
698;698;Pix;1;886.88
699;699;Boleto;1;450.83
700;700;Boleto;1;59.25
701;701;Boleto;1;647.98
702;702;Pix;1;753.84
703;703;Crédito;3;1272.94
704;704;Crédito;1;630.28
705;705;Pix;1;550.25
706;706;Crédito;3;552.6
707;707;Crédito;1;435.81
708;708;Boleto;1;1152.26
709;709;Pix;1;831.52
710;710;Dinheiro;1;480.16
711;711;Boleto;1;1028.53
712;712;Crédito;1;49.62
713;713;Débito;1;347.5
714;714;Pix;1;301.88
715;715;Crédito;2;1735.98
716;716;Crédito;1;1504.98
717;717;Débito;1;634.53
718;718;Pix;1;321.06
719;719;Crédito;3;151.04
720;720;Pix;1;224.32
721;721;Débito;1;733.04
722;722;Pix;1;511.31
723;723;Dinheiro;1;3039.66
724;724;Débito;1;903.96
725;725;Débito;1;1176.82
726;726;Boleto;1;484.23
727;727;Boleto;1;895.99
728;728;Débito;1;606.67
729;729;Crédito;1;150.3
730;730;Dinheiro;1;625.18
731;731;Pix;1;672.96
732;732;Crédito;2;588.57
733;733;Pix;1;388.27
734;734;Dinheiro;1;195.93
735;735;Boleto;1;485.34
736;736;Crédito;1;213.09
737;737;Boleto;1;526.03
738;738;Dinheiro;1;521.92
739;739;Boleto;1;418.18
740;740;Débito;1;969.82
741;741;Crédito;2;1390.0
742;742;Débito;1;706.96
743;743;Boleto;1;1182.2
744;744;Crédito;1;60.12
745;745;Crédito;1;1954.21
746;746;Crédito;4;724.33
747;747;Pix;1;776.51
748;748;Crédito;1;475.94
749;749;Boleto;1;570.29
750;750;Pix;1;661.96
751;751;Pix;1;2421.15
752;752;Débito;1;753.84
753;753;Pix;1;2006.88
754;754;Crédito;3;331.9
755;755;Boleto;1;481.16
756;756;Pix;1;173.34
757;757;Débito;1;355.45
758;758;Boleto;1;492.27
759;759;Crédito;6;470.86
760;760;Pix;1;456.02
761;761;Pix;1;769.47
762;762;Dinheiro;1;430.58
763;763;Boleto;1;743.65
764;764;Dinheiro;1;630.02
765;765;Dinheiro;1;593.84
766;766;Pix;1;628.5
767;767;Débito;1;244.19
768;768;Boleto;1;213.1
769;769;Crédito;1;2079.17
770;770;Débito;1;712.86
771;771;Crédito;1;399.55
772;772;Boleto;1;629.78
773;773;Boleto;1;292.38
774;774;Boleto;1;470.06
775;775;Débito;1;733.04
776;776;Crédito;2;237.49
777;777;Dinheiro;1;295.72
778;778;Débito;1;713.73
779;779;Pix;1;661.03
780;780;Dinheiro;1;694.39
781;781;Boleto;1;461.05
782;782;Crédito;6;895.99
783;783;Débito;1;374.94
784;784;Dinheiro;1;893.9
785;785;Boleto;1;431.12
786;786;Boleto;1;295.72
787;787;Crédito;4;632.71
788;788;Débito;1;1469.13
789;789;Crédito;2;792.93
790;790;Débito;1;1418.64
791;791;Boleto;1;384.08
792;792;Dinheiro;1;339.42
793;793;Pix;1;617.76
794;794;Débito;1;253.6
795;795;Dinheiro;1;122.09
796;796;Boleto;1;2259.56
797;797;Boleto;1;244.27
798;798;Crédito;3;308.17
799;799;Pix;1;639.85
800;800;Pix;1;2566.3
801;801;Boleto;1;407.18
802;802;Pix;1;669.78
803;803;Pix;1;54.57
804;804;Dinheiro;1;224.09
805;805;Pix;1;3250.6
806;806;Boleto;1;311.85
807;807;Boleto;1;470.06
808;808;Pix;1;124.04
809;809;Crédito;1;774.77
810;810;Boleto;1;72.14
811;811;Pix;1;489.71
812;812;Débito;1;71.03
813;813;Boleto;1;358.27
814;814;Crédito;6;1524.9
815;815;Dinheiro;1;75.86
816;816;Boleto;1;481.94
817;817;Dinheiro;1;633.75
818;818;Boleto;1;333.04
819;819;Crédito;6;628.41
820;820;Pix;1;149.53
821;821;Pix;1;440.2
822;822;Débito;1;133.22
823;823;Boleto;1;175.92
824;824;Boleto;1;783.17
825;825;Boleto;1;2704.74
826;826;Dinheiro;1;783.17
827;827;Crédito;1;774.77
828;828;Dinheiro;1;360.61
829;829;Crédito;1;3242.3
830;830;Crédito;1;914.52
831;831;Dinheiro;1;296.92
832;832;Pix;1;271.87
833;833;Dinheiro;1;1084.46
834;834;Dinheiro;1;481.94
835;835;Débito;1;240.92
836;836;Débito;1;2963.95
837;837;Dinheiro;1;1621.15
838;838;Pix;1;788.92
839;839;Pix;1;416.6
840;840;Dinheiro;1;988.9
841;841;Crédito;1;699.75
842;842;Crédito;3;106.03
843;843;Dinheiro;1;564.89
844;844;Pix;1;753.85
845;845;Débito;1;5158.65
846;846;Dinheiro;1;305.16
847;847;Dinheiro;1;3648.08
848;848;Crédito;1;593.7
849;849;Débito;1;2622.75
850;850;Dinheiro;1;1898.06
851;851;Boleto;1;668.96
852;852;Crédito;1;276.86
853;853;Pix;1;1390.41
854;854;Boleto;1;817.06
855;855;Boleto;1;673.99
856;856;Crédito;1;597.42
857;857;Débito;1;1601.52
858;858;Pix;1;1619.94
859;859;Débito;1;1648.9
860;860;Crédito;6;353.45
861;861;Boleto;1;1213.21
862;862;Pix;1;387.38
863;863;Débito;1;109.24
864;864;Dinheiro;1;549.39
865;865;Dinheiro;1;575.74
866;866;Boleto;1;633.75
867;867;Boleto;1;715.59
868;868;Débito;1;93.52
869;869;Boleto;1;729.62
870;870;Dinheiro;1;588.57
871;871;Pix;1;49.25
872;872;Pix;1;385.55
873;873;Pix;1;305.16
874;874;Dinheiro;1;630.8
875;875;Dinheiro;1;1133.52
876;876;Débito;1;1071.48
877;877;Pix;1;500.9
878;878;Crédito;2;1031.73
879;879;Boleto;1;647.98
880;880;Pix;1;1050.34
881;881;Débito;1;598.54
882;882;Débito;1;237.27
883;883;Débito;1;472.88
884;884;Pix;1;313.12
885;885;Débito;1;148.73
886;886;Débito;1;477.35
887;887;Pix;1;397.27
888;888;Boleto;1;484.23
889;889;Crédito;1;1619.94
890;890;Crédito;1;903.72
891;891;Pix;1;734.55
892;892;Crédito;6;663.8
893;893;Dinheiro;1;1773.76
894;894;Débito;1;331.9
895;895;Pix;1;248.69
896;896;Crédito;3;570.29
897;897;Pix;1;1072.98
898;898;Pix;1;1573.2
899;899;Débito;1;753.84
900;900;Dinheiro;1;2135.36
901;901;Boleto;1;696.39
902;902;Crédito;1;475.94
903;903;Pix;1;166.52
904;904;Boleto;1;418.18
905;905;Pix;1;253.6
906;906;Pix;1;87.08
907;907;Dinheiro;1;437.64
908;908;Pix;1;552.6
909;909;Boleto;1;2308.41
910;910;Crédito;1;762.45
911;911;Dinheiro;1;312.55
912;912;Débito;1;1260.04
913;913;Dinheiro;1;663.8
914;914;Boleto;1;599.28
915;915;Dinheiro;1;30.06
916;916;Crédito;1;648.08
